question_id,section,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,difficulty,topic,subject,source_document,report_category,generated_date,generation_model,generation_type,test_id,test_name,test_series,total_questions,duration_minutes,negative_marking
GA_00793,General Awareness,The time limit for filing an updated income tax return under Section 139(8A) has been extended. What is the new maximum period for filing an updated return from the end of the relevant assessment year?,24 months,30 months,36 months,48 months,60 months,D,"The amendment to sub-section (8A) of Section 139 extends the time-limit to file an updated return from twenty-four months to forty-eight months from the end of the relevant assessment year. (Page 50, 157)",Medium,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T21:32:29.737271,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00149,General Awareness,What was the Ways and Mean Advances (WMA) limit fixed by the Reserve Bank of India for the second half of FY 2025-26?,"₹75,000 crore","₹50,000 crore","₹1,00,000 crore","₹25,000 crore","₹60,000 crore",B,"According to the press release on the Government’s Borrowing plan, the Reserve Bank of India has fixed the Ways and Mean Advances (WMA) limit for H2 of FY 2025-26 at ₹50,000 crore to take care of temporary mismatches in Government payments and receipts.",Easy,Fiscal_Policy,General_Awareness,pib_press_releases.txt,,2025-10-04T02:30:40.520879,gemini-2.5-pro,PIB_RAG_Batch_2,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00333,General Awareness,"What was the surplus amount transferred by the Reserve Bank to the Central Government for the year 2024-25, and what was its approximate year-on-year growth?","₹2,10,873.99 crore, with a growth of 22.5%","₹2,68,590.07 crore, with a growth of 27.4%","₹1,48,037.04 crore, with a decline of 15.2%","₹3,38,308.09 crore, with a growth of 35.1%","₹87,416.22 crore, with a growth of 18.9%",B,"The surplus payable to the Central Government for FY 2024-25 was ₹2,68,590.07 crore. This represented an increase of 27.37 per cent over the ₹2,10,873.99 crore transferred in the previous year. (Page 223, 249)",Hard,RBI_Functions,General_Awareness,RBI_Annual_Report_2024_2025.pdf,rbi_annual_report,2025-10-02T22:23:33.635054,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00412,General Awareness,What is the baseline assumption for the price of the Indian basket of crude oil for generating projections for 2024-25?,US$ 75 per barrel,US$ 80 per barrel,US$ 83 per barrel,US$ 85 per barrel,US$ 90 per barrel,D,"Taking into account various factors including geopolitical tensions and demand-supply mismatches, the baseline assumption for crude price (Indian basket) is retained at US$ 85 per barrel for 2024-25. (Page 13, Table I.2)",Medium,Monetary_Policy,General_Awareness,Monetary_Policy_Report_Apr_2024.pdf,monetary_policy_report,2025-10-02T22:38:23.380080,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00141,General Awareness,"As of March 31, 2025, what was the total amount realized by creditors from the 1,194 companies successfully resolved under the Insolvency and Bankruptcy Code (IBC) framework?",₹2.55 lakh crore,₹4.10 lakh crore,₹3.89 lakh crore,₹5.02 lakh crore,₹3.21 lakh crore,C,"As of March 31, 2025, a total of 1,194 companies have been successfully resolved under the IBC framework, through which creditors have realised an amount of ₹3.89 lakh crore.",Medium,Financial_Reforms,General_Awareness,pib_press_releases.txt,,2025-10-04T02:29:33.170076,gemini-2.5-pro,PIB_RAG_Batch_1,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00006,General Awareness,"In a significant economic milestone reported in May 2025, India became the world's 3rd largest economy. Which country did India surpass to achieve this rank?",Germany,United Kingdom,France,Japan,Russia,D,"In May 2025, India's economy, valued at a GDP of $4.5 trillion, overtook Japan to become the third-largest economy in the world, behind the USA and China.",Medium,Economic_Developments,General_Awareness,current_affairs.txt,,2025-10-04T03:37:29.582843,gemini-2.5-pro,Current_Affairs_Batch_1,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00787,General Awareness,"The benefit for eligible start-ups under Section 80-IAC, which provides for a 100% deduction of profits for three consecutive years, has been extended. The benefit is now available to start-ups incorporated before which date?","1st April, 2025","1st April, 2026","1st April, 2028","1st April, 2030","1st April, 2031",D,"The amendment to Section 80-IAC extends the benefit period for eligible start-ups for another five years, making the benefit available to start-ups incorporated before the 1st April, 2030. (Page 43, 148)",Medium,Government_Schemes,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T21:32:29.737253,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00091,General Awareness,"In May 2025, India's economy reached a GDP of $4.5 trillion, surpassing which nation to become the world's third-largest economy?",Germany,United Kingdom,France,Japan,Russia,D,"In May 2025, India achieved a major economic milestone by becoming the world's third-largest economy with a GDP of $4.5 trillion, officially surpassing Japan.",Medium,Economic_Developments,General_Awareness,current_affairs.txt,,2025-10-04T03:44:49.040736,gemini-2.5-pro,Current_Affairs_Batch_5,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00395,General Awareness,What was the real Gross Domestic Product (GDP) growth rate recorded in Q1:2024-25?,6.5%,6.7%,7.0%,7.2%,7.4%,B,"According to data from the National Statistical Office (NSO), India's real gross domestic product (GDP) grew by 6.7 per cent in Q1:2024-25. (Page 11, 45)",Medium,Growth_Outlook,General_Awareness,Monetary_Policy_Report_Oct_2024.pdf,monetary_policy_report,2025-10-02T22:37:11.390713,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00637,General Awareness,"As of April 4, 2025, what was the level of India's foreign exchange reserves?",US$ 69.4 billion,US$ 650.5 billion,US$ 665.4 billion,US$ 676.3 billion,US$ 701.2 billion,D,"The document states that as on 4th April, 2025, India’s foreign exchange reserves stood at 676.3 billion US dollars, providing an import cover of about 11 months. (Page 10)",Medium,Economic_Updates,General_Awareness,RBI_Bulletin_Apr_2025.pdf,rbi_bulletin,2025-10-02T21:11:17.038256,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_01,RBI Grade B Phase 1 - Mock Test #1,RBI Grade B 2025 - Premium Series,200,120,0.25
