question_id,section,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,difficulty,topic,subject,source_document,report_category,generated_date,generation_model,generation_type,test_id,test_name,test_series,total_questions,duration_minutes,negative_marking
GA_00530,General Awareness,What was the approximate retail inflation based on the Consumer Price Index (CPI) in FY24?,4.8%,5.1%,5.4%,6.2%,6.7%,C,"After averaging 6.7 per cent in FY23, retail inflation declined to 5.4 per cent in FY24, the lowest level since the Covid-19 pandemic period. (Pages 73, 132)",Easy,Economic_Indicators,General_Awareness,Economic_Survey_2024_2023.pdf,economic_survey,2025-10-02T20:59:17.548421,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00113,General Awareness,"In its June 2025 monetary policy review, the RBI maintained the repo rate at 6.75%. Which of the following economic indicators from the preceding month (May 2025) likely supported this decision to hold rates steady?","Manufacturing PMI reaching 58.5, highest in 15 months",WPI inflation easing to 3.2%,IIP growth of 5.2%,Unemployment rate declining to 6.8%,Services PMI standing at 60.5,B,"The decision to hold the repo rate in June 2025 was likely influenced by the easing of Wholesale Price Index (WPI) inflation to 3.2% in May 2025, which suggested that inflationary pressures were moderating, reducing the immediate need for a rate hike.",Hard,Economic_Developments,General_Awareness,current_affairs.txt,,2025-10-04T03:45:48.190428,gemini-2.5-pro,Current_Affairs_Batch_6,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00731,General Awareness,"As per the macro stress tests conducted for Scheduled Commercial Banks (SCBs), how many banks were projected to potentially breach the minimum capital requirement of 9 per cent CRAR by March 2026 under the hypothetical 'adverse scenario 1'?",0,1,2,4,7,D,"The stress test results reveal that under 'adverse scenario 1', the aggregate CRAR of SCBs may deplete to 14.3 per cent, and four banks may breach the minimum capital requirement of 9 per cent by March 2026. (Page 90)",Hard,Risk_Assessment,General_Awareness,Financial_Stability_Report_Dec_2024.pdf,financial_stability_report,2025-10-02T21:25:50.745486,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00214,General Awareness,"To promote ease of doing business, zero fee is now charged for the incorporation of all companies with an authorized capital up to what amount?",Rs. 5 lakh,Rs. 10 lakh,Rs. 15 lakh,Rs. 20 lakh,Rs. 25 lakh,C,"As part of initiatives to ensure quick registration of companies, a zero fee is now charged for the incorporation of all companies with an authorized capital up to Rs. 15 lakh or with up to 20 members where no share capital is applicable.",Easy,Corporate_Affairs,General_Awareness,pib_press_releases.txt,,2025-10-04T02:34:35.375543,gemini-2.5-pro,PIB_RAG_Batch_5,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00049,General Awareness,India's foreign exchange reserves reached an all-time high in September 2025. What was the recorded value?,$675 billion,$700 billion,$710 billion,$720 billion,$750 billion,D,"According to the provided data, India's forex reserves reached a new all-time high of $720 billion in September 2025.",Easy,Economic_Developments,General_Awareness,current_affairs.txt,,2025-10-04T03:42:42.583793,gemini-2.5-pro,Current_Affairs_Batch_3,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00401,General Awareness,What is the baseline assumption for the price of the Indian basket of crude oil for H2:2024-25?,US$ 75 per barrel,US$ 78 per barrel,US$ 80 per barrel,US$ 83.5 per barrel,US$ 85 per barrel,C,"As per Table I.2: Baseline Assumptions for Projections, the price for the Indian basket of crude oil is assumed at US$ 80 per barrel during H2:2024-25. (Page 13)",Medium,Monetary_Policy,General_Awareness,Monetary_Policy_Report_Oct_2024.pdf,monetary_policy_report,2025-10-02T22:37:11.390730,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00687,General Awareness,What trend is anticipated in the quarterly real GDP growth rate during FY 2025-26 as per RBI's structural model estimates?,It is expected to remain constant at 7.1%.,It is projected to start at its highest point in Q1 and then moderate.,It is projected to progressively increase from Q1 to Q4.,It is expected to dip in Q2 and recover in H2.,It is projected to be volatile with no clear trend.,B,"For 2025-26, structural model estimates indicate real GDP growth with Q1 at 7.3 per cent, Q2 at 7.2 per cent, and Q3 and Q4 both at 7.0 per cent. This shows the growth rate is expected to start at its highest and then moderate through the year.",Hard,Growth_Outlook,General_Awareness,Monetary_Policy_Report_Oct_2024.pdf,monetary_policy_report,2025-10-02T21:20:40.379059,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00253,General Awareness,The PM-KISAN scheme is a central sector scheme to supplement the financial needs of land-holding farmers. What is the annual economic benefit transferred to each eligible farmer's family under this scheme?,"₹4,000","₹5,000","₹6,000","₹8,000","₹12,000",C,"Under the PM-KISAN scheme, an economic benefit of ₹6,000 per year is transferred in three equal four-monthly instalments into the bank accounts of farmers’ families. (page 331)",Medium,Government_Schemes,General_Awareness,Economic_Survey_2024_2023.pdf,economic_survey,2025-10-02T22:17:50.433635,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00789,General Awareness,What is the surcharge rate applicable to a domestic company for the assessment year 2025-26 if its total income exceeds one crore rupees but does not exceed ten crore rupees?,2%,5%,7%,10%,12%,C,"For a domestic company with a total income exceeding one crore rupees but not exceeding ten crore rupees, the surcharge on income-tax is calculated at the rate of seven per cent. (Page 87, 106)",Medium,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T21:32:29.737259,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00659,General Awareness,What was the real GDP growth rate for FY 2024-25 as per the first advance estimates released by the National Statistics Office (NSO)?,6.1%,6.2%,6.4%,7.0%,8.2%,C,"The first advance estimates (FAE) of national income, released on January 7, 2025, placed the real GDP growth for 2024-25 at 6.4 per cent. This was a moderation from the 8.2 per cent growth recorded a year ago. (Page 16)",Medium,Economic_Updates,General_Awareness,RBI_Bulletin_Jan_2025.pdf,rbi_bulletin,2025-10-02T21:16:44.330366,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_05,RBI Grade B Phase 1 - Mock Test #5,RBI Grade B 2025 - Premium Series,200,120,0.25
